,Stall_no,Market_Category,Loyalty_customer,Product_Category,Grade,Demand,Discount_avail,charges_1,charges_2 (%),Minimum_price,Maximum_price,Selling_Price
1673,12,40,1,3,0,74,0,289,5,4421.0,6151.0,5520.8241
1674,46,283,1,8,0,57,0,135,4,1975.0,2601.0,-2408.406912
1675,19,451,1,5,0,65,0,286,15,5405.0,7244.0,6553.7901
1676,21,73,1,6,0,11,0,346,14,1893.0,2560.0,2575.362438
1677,45,14,1,6,0,71,0,205,8,6199.0,6061.5,7331.7024
1678,6,452,1,6,0,85,1,345,14,6863.0,9563.0,1266.91488
1679,32,91,1,9,0,79,1,285,14,2413.0,5683.0,2636.0635840000004
1680,14,30,0,6,0,90,0,321,14,2655.0,4820.0,4005.212288
1681,35,83,1,6,0,25,0,262,6,1288.0,4508.5,3794.6097
1682,46,283,1,6,0,23,0,333,8,1016.0,4197.0,2934.236025
1683,14,58,1,5,0,52,0,258,16,6340.0,9490.0,8133.2717760000005
1684,7,443,1,6,0,93,0,225,5,3670.0,5595.0,4789.838592
1685,12,450,0,4,0,77,0,512,6,2338.0,3939.0,3615.8562
1686,36,55,1,2,0,48,0,159,9,911.0,2239.0,1724.313312
1687,43,275,1,0,0,13,0,355,12,1728.0,8708.0,5578.702074
1688,20,0,0,4,0,86,0,307,14,2219.0,4873.0,4136.523776
1689,14,416,0,5,2,56,0,260,13,4622.0,11576.0,8315.965008
1690,49,13,1,6,3,72,1,211,9,429.0,1732.0,191.931795
1691,27,188,1,6,0,20,0,182,5,3098.0,4201.0,3893.001275
1692,50,44,1,8,1,53,0,154,1,6437.0,11084.0,8858.321568000001
1693,17,61,1,8,2,34,0,309,11,8848.0,11456.0,10300.354575
1694,39,58,0,4,0,35,0,465,13,4481.0,5913.0,5654.5881
1695,7,57,0,1,0,34,0,312,14,3443.0,7617.0,5835.11565
1696,1,451,1,6,0,15,0,326,14,5454.0,6767.0,6444.405495
1697,50,58,1,8,0,15,0,121,7,7060.0,9456.0,8383.941522
1698,48,23,0,9,0,13,0,262,13,6759.0,10755.0,9029.476962
1699,18,38,0,5,3,69,0,227,12,337.0,10249.0,5471.0865
1700,10,204,0,2,0,96,0,161,8,3671.0,6048.0,4952.038784
1701,28,23,1,9,2,89,0,265,16,2596.0,7740.0,5362.915712
1702,11,23,0,2,1,32,0,125,8,1924.0,2995.0,2580.003825
1703,25,3,0,6,0,84,0,285,9,1270.0,2934.0,2354.489984
1704,47,469,1,4,0,31,0,644,10,4454.0,5983.0,5853.0507
1705,31,175,0,2,0,15,1,149,16,5487.0,8196.0,1050.11247825
1706,16,124,0,1,0,41,0,268,15,2661.0,3796.0,3478.9314240000003
1707,35,44,1,7,1,22,0,126,9,7900.0,11581.0,9850.581825
1708,41,452,1,7,0,36,0,146,9,3311.0,4344.0,3966.99765
1709,23,452,0,1,0,13,0,349,10,5978.0,9267.0,7978.322088
1710,30,55,1,8,0,49,0,106,4,2355.0,3870.0,3199.133664
1711,16,447,1,0,0,37,0,377,14,5860.0,8051.0,7323.8844
1712,46,23,0,0,2,23,0,391,15,2155.0,7899.0,5411.97615
1713,6,407,0,5,0,73,0,282,16,2195.0,6352.0,4013.4897
1714,4,454,1,8,0,34,0,104,3,2413.0,4805.0,3704.7948
1715,23,11,1,3,3,59,0,252,9,411.0,964.0,934.103232
1716,26,1,0,7,0,44,0,105,8,5284.0,8985.0,7198.840656
1717,7,57,1,3,0,42,0,205,4,4022.0,8871.0,6611.493888
1718,29,469,0,9,0,61,0,212,15,3130.0,4698.0,4090.5513
1719,16,268,1,0,2,99,0,384,8,1020.0,2685.0,2207.034368
1720,22,1,0,8,0,66,0,170,1,2028.0,6767.0,4522.2606
1721,16,294,1,4,2,49,0,603,9,2353.0,4974.0,4242.473279999999
1722,9,67,1,8,2,37,0,121,8,3794.0,9516.0,6764.3667
1723,27,452,1,9,0,35,0,207,11,3546.0,4559.0,4253.3001
1724,39,225,1,6,1,41,0,311,6,14280.0,20904.0,17798.913216
1725,1,80,0,2,0,83,0,148,5,1642.0,3888.0,2872.412928
1726,41,152,1,9,0,92,0,289,6,1631.0,2224.0,2186.859136
1727,15,283,1,1,0,93,0,266,7,2848.0,4721.0,3994.78464
1728,10,104,0,0,0,36,0,394,15,3712.0,9082.0,6783.5985
1729,46,220,0,8,0,31,0,174,5,4137.0,5798.0,5131.12005
1730,40,443,1,9,0,45,0,216,10,2945.0,4440.0,3887.1519840000005
1731,28,403,1,7,0,60,0,145,6,2411.0,3500.0,3032.468925
1732,31,24,0,0,0,47,1,399,5,6332.0,8333.0,1153.8334008
1733,16,65,0,8,2,42,0,159,4,7381.0,11029.0,9307.726848
1734,19,463,0,1,0,13,0,344,6,1980.0,6598.0,4635.106443
1735,48,65,0,0,2,86,0,353,12,2838.0,4906.0,4168.74304
1736,15,447,1,5,0,44,0,247,17,3669.0,5052.0,4585.374576
1737,16,149,0,8,0,14,0,178,11,7420.0,9792.0,8792.590653
1738,14,58,0,4,0,7,0,642,6,2957.0,9071.5,4348.785078
1739,1,358,1,8,3,25,0,119,8,9528.0,8351.0,5960.24205
1740,43,234,1,9,1,35,0,272,11,16099.0,20137.0,18363.905175
1741,23,55,0,3,0,99,0,221,5,3457.0,5804.0,4783.924992
1742,25,60,1,7,3,92,0,111,5,172.0,2609.0,1480.5683199999999
1743,47,221,0,0,0,82,1,357,13,599.0,1130.0,180.7521408
1744,30,44,1,5,1,65,0,218,14,6331.0,11450.0,9029.7405
1745,1,437,1,5,0,55,0,208,14,7201.0,10597.0,9061.095456000001
1746,27,65,1,6,2,79,0,277,11,2209.0,3918.0,3310.4313
1747,23,57,0,8,0,26,0,192,11,3621.0,7199.0,5593.930125
1748,34,108,1,4,0,72,1,565,10,2651.0,5557.0,693.95535
1749,21,211,1,2,0,41,0,138,9,6875.0,9699.0,8378.492256
1750,32,58,0,6,0,61,0,348,10,4849.0,6509.0,5972.3532
1751,25,58,1,6,0,36,1,324,12,6452.0,8835.0,1193.50924875
1752,37,101,0,0,0,31,1,392,14,1236.0,1643.0,274.34042999999997
1753,22,94,1,5,2,45,0,205,15,971.0,7805.0,4570.142688
1754,23,0,0,1,0,85,0,268,6,827.0,5625.0,3445.598464
1755,23,55,1,9,0,81,0,226,12,2025.0,6063.0,4213.29216
1756,1,268,0,7,2,64,0,129,8,1933.0,4944.0,4454.4951
1757,50,447,0,2,0,14,0,156,10,1841.0,3785.0,2971.512819
1758,24,58,1,5,0,37,0,280,17,4573.0,5973.0,5548.0551
1759,41,450,1,9,0,66,0,294,12,3158.0,5110.0,4388.6304
1760,35,469,1,0,0,84,0,363,15,4958.0,6750.0,6136.128768
1761,42,57,1,6,0,38,0,254,6,3334.0,10916.0,5083.16025
1762,37,358,1,2,3,21,0,127,10,3073.0,15082.0,9190.54605
1763,20,452,1,8,0,75,0,176,12,3041.0,4541.0,3929.5773
1764,34,211,1,0,0,49,0,368,15,5338.0,8542.0,7271.572176000001
1765,20,151,0,4,0,81,0,596,15,242.0,990.0,1195.4539519999998
1766,24,55,0,5,0,67,0,261,17,1278.0,3239.0,2498.1066
1767,22,350,1,8,1,65,1,181,6,5564.0,8544.0,1075.0256550000001
1768,9,175,1,2,0,82,0,108,7,9899.0,13703.0,11745.651456
1769,35,423,1,0,0,36,0,371,11,2854.0,7850.0,5714.567775
1770,37,121,1,3,0,89,0,277,1,1055.0,3124.0,2332.6293760000003
1771,32,3,1,5,0,74,1,286,14,1415.0,2946.0,366.728175
1772,30,111,1,9,2,13,1,272,14,2012.0,4238.0,510.15597930000007
1773,12,65,0,5,2,63,0,284,14,2752.0,4745.0,3998.115
1774,42,23,0,5,0,78,0,293,14,2723.0,4150.0,3696.9669
1775,23,65,1,2,2,16,0,113,10,5645.0,8072.0,6977.662164
1776,33,23,1,7,0,46,0,129,7,1349.0,4978.0,3273.6238559999997
1777,29,397,1,3,0,2,0,254,9,3245.0,7017.0,5389.081038
1778,7,80,0,6,2,30,1,303,14,1726.0,4153.0,485.7755175
1779,6,448,1,5,0,69,0,287,12,458.0,2695.0,1846.7361
1780,46,446,1,4,0,50,0,484,12,6764.0,9506.0,8573.535936
1781,9,451,1,2,0,80,0,160,12,8355.0,11276.0,9762.5662
1782,29,58,1,0,1,3,0,190,14,3122.0,4013.0,3943.0956509999996
1783,11,1,0,9,0,24,0,221,17,1355.0,4411.0,3101.12775
1784,15,2,1,0,1,20,1,358,16,6686.0,11356.0,1377.31167375
1785,6,231,1,6,2,7,1,254,5,6311.0,8726.0,1166.3223561
1786,18,320,0,6,0,17,1,300,7,640.0,4444.0,2843.495622
1787,24,205,1,2,0,71,0,156,15,2090.0,2999.0,2677.2768
1788,43,469,1,2,0,87,0,125,15,3885.0,5346.0,4679.057152
1789,44,65,1,8,2,74,0,194,4,2361.0,3810.0,3247.9227
1790,12,198,1,2,0,85,0,151,14,3091.0,4000.0,3648.1589759999997
1791,2,24,1,3,0,11,0,284,1,2106.0,2921.0,2797.470225
1792,35,452,0,3,0,90,0,203,7,2663.0,3575.0,3276.311808
1793,15,294,1,6,2,6,1,265,10,1245.0,4570.0,476.26386885
1794,6,24,1,7,0,36,0,120,9,4894.0,7105.0,6109.58775
1795,16,188,1,0,0,7,0,360,12,3186.0,5827.0,4871.422809000001
1796,3,188,1,2,0,25,0,159,12,2799.0,3834.0,3470.7813
1797,41,79,0,1,0,69,0,305,17,1241.0,2470.0,2142.0135
1798,19,113,1,9,0,35,0,296,14,922.0,5877.0,3691.00935
1799,35,451,1,9,0,76,0,268,10,4816.0,6999.0,6122.5659
1800,36,55,1,9,0,90,0,241,17,1759.0,4042.0,3101.121408
1801,11,358,1,2,3,72,0,127,16,2606.0,11726.0,7231.4253
1802,17,268,1,9,2,57,0,232,14,604.0,3714.0,2378.698272
1803,11,55,1,9,0,100,0,261,11,1771.0,3578.0,2872.3251
1804,17,452,1,7,0,41,0,128,8,6619.0,8764.0,7775.56584
1805,22,24,1,2,0,16,0,105,8,5254.0,7482.0,6477.442191
1806,12,217,0,5,1,19,0,223,15,379.0,571.0,698.640129
1807,7,447,0,3,0,54,0,296,8,3295.0,4800.0,4318.920864
1808,36,443,1,0,0,26,0,376,16,4109.0,5353.0,5101.783575
1809,38,55,1,7,0,22,1,143,5,2541.0,4528.0,550.51077375
1810,23,452,1,8,0,2,1,150,4,5723.0,8624.0,1098.84560445
1811,8,358,1,3,3,1,1,299,7,4234.0,5223.0,754.54603785
1812,26,452,1,5,0,66,0,294,16,7300.0,9076.0,8410.149
1813,42,275,0,6,0,92,0,261,8,2409.0,5197.0,4008.4746240000004
1814,49,443,1,3,0,95,1,263,1,4478.0,6046.0,816.8943552000001
1815,32,0,1,1,0,98,0,337,5,2379.0,4811.0,3877.1532799999995
1816,15,320,1,1,0,63,0,307,10,2296.0,6561.0,4694.7186
1817,49,99,1,5,0,19,0,213,16,1285.0,2176.0,1946.0753730000001
1818,41,301,1,7,0,63,0,118,9,1220.0,3206.0,2309.6601
1819,14,35,1,9,0,20,0,225,12,2315.0,3419.0,3025.7926
1820,5,113,1,4,0,66,1,487,17,982.0,5026.0,519.172335
1821,34,188,0,5,0,53,1,278,12,1911.0,3891.0,474.3168192
1822,11,111,0,7,0,89,0,105,7,3229.0,7266.0,5279.041152000001
1823,35,443,1,9,0,46,0,287,17,8094.0,12220.0,10394.317872
1824,41,403,0,0,0,21,1,366,13,2326.0,3228.0,470.81152125
1825,39,55,0,0,0,57,0,391,12,3639.0,6952.0,5656.41576
1826,22,275,1,6,0,28,1,221,7,3416.0,4502.0,625.84696125
1827,43,452,0,8,0,9,0,101,1,4640.0,6607.0,5724.487494
1828,44,165,0,8,0,50,0,126,3,1419.0,2337.0,1991.730816
1829,3,108,0,1,0,83,1,251,15,2159.0,3827.0,480.25676160000006
1830,46,14,0,8,0,26,0,132,10,3280.0,3932.0,3732.255975
1831,13,57,0,6,0,93,0,293,10,1574.0,3015.0,2552.497024
1832,2,460,1,3,3,46,0,261,8,328.0,530.0,685.792656
1833,22,55,1,7,0,3,0,124,7,3623.0,4904.0,4390.040952
1834,31,128,0,0,1,12,0,371,16,2452.0,4243.5,3639.356028
1835,1,23,0,1,1,44,0,444,15,2433.0,3583.0,3278.293776
1836,47,126,0,4,0,52,1,518,14,1853.0,2393.0,394.05728880000004
1837,35,3,1,9,0,62,1,374,16,3092.0,5547.0,672.9143849999999
1838,32,74,0,9,0,91,0,230,14,3409.0,4732.0,4244.1907200000005
1839,10,116,1,3,0,41,0,222,2,4604.0,6252.0,5614.923024000001
1840,7,188,0,2,0,30,0,128,9,2506.0,3399.0,3075.4521
1841,1,177,0,7,0,71,0,146,5,9947.0,15624.0,12808.5111
1842,31,250,0,8,0,1,0,154,10,5130.0,6621.0,6034.776462
1843,7,100,1,2,0,83,0,134,11,1276.0,1586.0,1544.011392
1844,17,407,0,2,0,89,0,170,8,2782.0,4964.0,3990.122752
1845,7,14,1,1,0,33,0,306,6,3326.0,4462.0,4191.83415
1846,30,70,0,4,2,95,0,580,8,1263.0,5244.0,2649.972864
1847,48,350,1,2,1,58,0,102,15,3380.0,6026.0,4781.25288
1848,2,2,0,2,1,40,0,167,12,3067.0,5108.0,4163.573275
1849,46,358,1,2,3,79,0,168,17,7851.0,13085.0,10547.261999999999
1850,24,124,0,3,0,36,0,214,5,2316.0,3277.0,3004.37025
1851,5,113,1,6,0,89,0,243,8,1993.0,4845.0,3611.9677439999996
1852,14,358,0,6,3,64,0,291,14,4394.0,17318.0,11050.578000000001
1853,27,23,0,6,2,6,0,327,9,1373.0,2008.0,2018.818098
1854,42,111,1,4,1,83,0,620,12,1152.0,1995.0,2163.776384
1855,49,469,0,1,0,40,0,262,8,5763.0,7512.0,6749.451775
1856,30,320,1,5,0,24,1,217,16,2115.0,13146.0,1176.00910875
1857,48,152,1,8,0,36,0,145,7,1237.0,1580.0,1550.603775
1858,32,165,1,3,0,45,1,219,1,2456.0,3870.0,504.1009728
1859,1,294,1,4,2,28,0,494,8,3204.0,5400.0,4787.4414
1860,6,443,0,6,0,39,0,301,7,7681.0,12973.0,10608.641925
1861,16,452,1,3,0,74,1,292,8,4402.0,6416.0,847.2415050000001
1862,23,87,1,0,0,42,0,385,9,2175.0,5217.0,4723.186896
1863,39,55,0,0,0,19,0,371,11,1352.0,4018.0,3058.644105
1864,26,165,1,1,0,93,0,344,16,1780.0,2750.0,2574.998272
1865,37,165,0,8,0,20,0,147,6,2231.0,3719.0,3053.49495
1866,14,256,1,9,0,88,1,298,10,6223.0,17788.0,1820.7249984
1867,31,451,1,9,0,77,0,267,12,3361.0,4221.0,4021.9245
1868,8,3,0,2,0,44,0,145,11,2519.0,5365.0,4065.155424
1869,33,447,1,5,0,58,0,261,13,2261.0,4076.0,3411.644832
1870,28,443,1,2,0,2,1,112,6,2472.0,3798.0,487.28326680000004
1871,42,70,0,2,2,94,0,133,16,1168.0,1637.0,1515.596544
1872,17,14,1,7,0,89,0,137,8,2977.0,4095.0,3622.8980479999996
1873,50,84,0,7,0,30,0,254,7,1601.0,2552.0,2181.482625
1874,33,443,0,0,0,26,0,371,13,9568.0,13189.0,11734.879275
1875,11,24,0,6,0,21,0,318,14,5737.0,8135.0,7245.550725
1876,18,63,1,2,1,48,0,128,12,3124.0,9391.0,6352.094736
1877,22,450,1,5,0,72,0,229,16,962.0,2911.0,2146.9139999999998
1878,45,437,1,7,0,71,0,121,6,5211.0,7413.0,6372.4221
1879,33,469,0,0,2,88,0,381,15,3659.0,4933.0,4615.998464
1880,16,111,1,8,1,31,0,134,2,1542.0,3307.0,2552.58255
1881,11,320,1,2,0,82,0,155,9,7410.0,12804.0,10123.19616
1882,46,114,0,4,0,64,0,511,5,1659.0,6844.0,4716.9837
1883,35,11,1,0,3,1,1,359,14,514.0,1168.0,180.15898230000002
1884,22,38,0,8,3,50,0,196,6,3443.0,10521.0,7136.223984
1885,14,462,1,4,3,65,0,585,9,4324.0,7795.0,6583.4505
1886,31,441,1,9,0,49,0,239,12,3326.0,5286.0,4521.048911999999
1887,25,13,1,1,3,17,0,321,12,519.0,2398.0,1781.071875
1888,44,68,1,1,0,72,0,259,16,1691.0,3617.0,2888.0775
1889,45,24,1,2,0,60,1,106,12,7805.0,10083.0,1328.52953625
1890,40,452,1,2,0,66,0,126,11,3304.0,4400.0,3942.4176
1891,15,55,0,5,0,19,0,218,16,941.0,3173.0,2278.062171
1892,9,23,0,9,2,88,0,247,11,862.0,3562.0,2425.985408
1893,45,94,1,7,2,5,0,115,7,3051.0,9645.0,6466.793256
1894,28,24,1,5,0,24,0,253,16,4637.0,6643.0,5887.26495
1895,3,152,0,7,0,98,0,119,5,8659.0,12804.0,10699.545472
1896,33,447,1,8,0,12,1,159,3,2922.0,4474.0,578.65862835
1897,12,113,0,4,0,59,0,510,16,5894.0,12993.0,9904.810895999999
1898,35,205,1,2,0,8,0,142,5,1940.0,2659.0,2442.4057350000003
1899,28,441,0,9,2,80,0,236,11,3837.0,5611.0,4853.483
1900,50,24,1,2,0,28,0,118,8,5111.0,7068.0,6196.839075
1901,40,38,1,0,3,70,0,362,12,2629.0,5886.0,4578.3639
1902,5,151,1,0,0,11,0,395,16,1440.0,5338.0,3789.041058
1903,39,65,0,5,2,79,0,279,16,6665.0,9581.0,8330.85
1904,26,358,1,0,3,22,0,368,13,1527.0,6608.0,4428.870075
1905,6,186,0,8,0,87,0,143,11,2560.0,3760.0,3258.866688
1906,36,93,0,7,2,17,0,146,8,4006.0,5684.0,4994.380512
1907,3,3,1,1,0,41,1,329,17,2248.0,4446.0,548.7190776000001
1908,7,443,0,9,0,31,0,215,13,6080.0,8350.0,7420.78155
1909,4,443,1,1,0,16,0,309,6,3271.0,5027.0,4460.043951
1910,6,294,1,6,2,79,0,291,11,2810.0,4945.0,4131.0423
1911,32,132,1,7,0,38,0,125,9,2275.0,9802.0,6153.507675
1912,33,441,1,8,0,76,0,182,11,3469.0,6250.0,4996.3815
1913,43,443,0,1,0,65,0,275,8,4923.0,6414.0,5888.5497
1914,10,14,1,7,0,67,0,145,5,3095.0,4095.0,3704.382
1915,40,90,0,8,0,53,0,115,7,1378.0,2607.0,2095.3931039999998
1916,31,156,0,1,0,17,0,347,9,3945.0,6078.0,5362.473699
1917,2,452,0,4,0,24,0,545,10,4604.0,6477.0,6075.8124
1918,50,3,0,5,0,16,1,218,17,3231.0,4730.0,630.72742095
1919,31,445,0,9,0,1,0,284,16,2934.0,3890.0,3701.089854
1920,33,74,1,3,0,84,0,238,2,2844.0,4252.0,3732.181376
1921,41,55,0,3,0,39,0,220,2,1209.0,2889.0,2263.736475
1922,10,441,1,2,2,78,0,120,13,4547.0,6119.0,5405.3307
1923,14,3,1,7,0,37,0,127,7,2747.0,4378.0,3682.760025
1924,42,444,1,4,1,5,0,508,10,5789.0,7196.0,7006.289301000001
1925,14,58,0,3,1,62,0,211,7,3039.0,4130.0,3760.0299
1926,5,188,0,0,0,33,0,397,11,2364.0,3478.0,3312.906975
1927,21,65,1,2,2,99,0,120,9,4637.0,8545.0,6620.206208
1928,35,24,1,4,0,78,0,571,17,7845.0,10987.0,9902.9799
1929,48,452,1,8,0,59,0,178,1,5135.0,7569.0,6061.049424
1930,34,198,1,4,0,78,0,629,5,2816.0,4151.0,4073.0976
1931,49,23,1,2,1,36,1,136,15,2906.0,5521.0,651.7395675
1932,17,423,1,5,0,21,0,216,16,5828.0,8212.0,7229.111925
1933,5,162,1,4,1,4,0,579,15,4604.0,5729.0,5752.674675
1934,17,441,1,3,0,26,0,240,9,6427.0,8745.0,7813.247925
1935,11,58,1,3,0,37,0,283,3,4155.0,5726.0,5211.91755
1936,44,444,0,3,1,53,0,250,2,6688.0,8947.0,8017.418016
1937,2,470,1,0,0,48,0,391,17,2890.0,4394.0,4013.3391840000004
1938,11,24,0,9,0,80,0,305,15,2341.0,3241.0,3022.615725
1939,9,37,0,5,2,39,1,220,17,6742.0,9835.0,1275.19252875
1940,11,93,1,7,2,58,0,106,6,3923.0,7689.0,5877.620928
1941,30,11,1,1,3,32,0,302,9,351.0,1057.0,1004.113425
1942,50,2,0,2,1,96,0,116,10,3227.0,4906.0,4126.283392
1943,34,55,0,0,0,84,0,377,15,828.0,3479.0,2497.244288
1944,14,63,1,7,1,55,1,115,5,5101.0,14039.0,1444.1648112
1945,39,23,1,0,2,20,0,393,13,2363.0,7279.0,5102.813925
1946,8,55,1,1,0,93,0,320,6,2120.0,4766.0,3710.852992
1947,27,0,0,5,0,56,0,251,16,1193.0,9278.0,5459.712768
1948,32,268,1,8,0,80,0,173,5,582.0,2331.0,1593.549825
1949,27,452,0,1,0,63,0,273,16,3740.0,5379.0,4791.402
1950,38,23,0,9,2,63,0,215,15,4865.0,13859.0,9495.1296
1951,18,156,1,9,0,40,1,232,12,6741.0,9802.0,1248.28167375
1952,43,447,1,3,0,10,0,215,9,2976.0,7365.0,3751.304832
1953,14,447,1,7,0,78,0,102,9,3498.0,4928.0,4275.6021
1954,37,350,1,9,3,1,0,256,14,5193.0,9734.0,7729.177005
1955,26,320,1,7,0,30,0,119,8,2414.0,12887.0,7038.200790499999
1956,4,126,1,3,0,95,0,233,8,4989.0,7415.0,6347.224576
1957,21,469,1,6,0,47,0,247,8,3271.0,8342.5,4136.485968
1958,23,23,1,7,2,19,0,140,9,7031.0,9270.0,8297.010215999999
1959,25,451,1,2,0,89,0,105,6,4969.0,6312.0,5666.096128
1960,20,3,0,9,0,46,1,275,11,1353.0,3419.0,396.9859248
1961,28,450,1,0,0,19,1,394,14,1967.0,4750.0,563.523642
1962,35,24,0,2,0,21,0,117,11,6041.0,7493.0,6874.2114
1963,36,58,0,7,0,96,0,116,5,4292.0,5693.0,5037.4016
1964,36,23,1,2,2,43,0,147,6,1028.0,1841.0,1572.232896
1965,6,14,1,8,0,12,0,146,7,4236.0,6531.0,5532.716673
1966,40,58,1,0,0,80,0,379,13,4206.0,5488.0,5114.57325
1967,5,137,1,1,0,65,0,292,13,7883.0,14176.0,11222.4816
1968,16,61,1,8,2,10,0,148,1,7828.0,11162.0,9642.985605
1969,16,3,1,9,0,27,0,205,15,2903.0,3568.0,3436.736625
1970,4,350,0,3,1,48,0,242,7,4738.0,8176.0,6660.617472
1971,20,445,0,6,0,72,0,335,13,7439.0,11844.0,9889.1397
1972,3,460,1,3,3,15,0,294,12,661.0,1296.0,1272.6627210000001
1973,36,55,0,0,0,34,0,377,11,3766.0,5817.0,5160.835575
1974,38,294,1,6,2,78,0,344,11,1004.0,4354.0,2995.6905
1975,9,452,0,9,0,89,0,255,16,3583.0,4993.0,4484.342016
1976,18,152,0,8,0,77,0,142,11,7670.0,10384.0,9087.1407
1977,1,58,0,1,1,76,0,316,7,3035.0,4361.0,3976.4241
1978,49,358,1,3,3,45,0,252,6,7945.0,11978.0,10154.075328
1979,33,451,1,3,0,47,0,221,1,8380.0,12562.0,10624.61448
1980,20,367,1,9,0,26,0,274,9,2500.0,4134.0,3585.663375
1981,41,452,0,5,0,27,0,224,17,2820.0,3597.0,3429.355125
1982,48,447,0,6,0,8,0,236,8,3064.0,4431.0,3986.10135
1983,29,358,1,7,3,43,0,136,8,2053.0,7140.0,4705.868447999999
1984,13,452,1,1,0,68,1,252,11,5593.0,8148.0,1058.8139099999999
1985,15,223,0,7,2,19,0,109,9,5276.0,8402.0,6953.464584
1986,29,463,1,7,0,72,0,124,7,2481.0,5190.0,3922.5582
1987,20,403,1,0,0,78,0,373,14,2979.0,3816.0,3737.5074
1988,19,186,1,3,2,65,0,218,10,2895.0,4154.5,3835.8144
1989,23,441,0,3,0,5,0,215,6,3326.0,4493.0,4126.437315
1990,16,115,0,9,0,24,1,281,16,1189.0,1580.0,249.532605
1991,14,137,1,4,0,56,0,241,6,858.0,3095.0,2545.295184
1992,26,235,1,3,2,2,0,202,9,2769.0,5554.0,4365.5634
1993,1,452,0,0,0,34,0,377,12,5132.0,6842.0,6355.25205
1994,2,436,1,1,0,37,0,295,9,3406.0,5160.0,4570.395375
1995,24,444,1,1,1,1,0,276,16,7407.0,9641.0,8812.758636
1996,11,13,1,4,3,38,0,460,15,644.0,2503.0,2030.77035
1997,36,469,1,4,0,81,0,534,16,3701.0,4885.0,4764.262272
1998,24,24,1,4,0,16,0,633,6,7340.0,10547.0,9580.911812999999
1999,10,24,0,1,0,7,0,304,8,4787.0,6556.0,5979.4419960000005
2000,24,90,1,4,0,83,0,511,11,832.0,1286.0,1548.535296
2001,37,452,1,1,0,60,0,261,6,6223.0,8183.0,7300.2828
2002,7,460,1,7,3,48,0,147,9,450.0,671.0,703.4688
2003,36,443,1,4,0,30,0,578,12,3294.0,5121.0,4778.573625
2004,2,111,1,2,1,14,0,114,8,1630.0,2846.0,2353.554621
2005,48,167,1,0,0,66,0,392,16,3857.0,4377.666666666667,5532.4169999999995
2006,26,23,0,8,1,66,0,146,9,2818.0,5909.333333333334,3571.5339
2007,24,55,1,1,0,29,0,270,17,3770.0,7441.0,5870.317425
2008,19,469,1,2,0,28,1,132,17,7347.0,10827.0,1381.70458125
2009,32,113,1,3,0,39,0,130,4,1607.0,3480.0,2775.5637
2010,18,58,0,8,0,64,0,129,9,5266.0,7105.0,6256.8693
2011,5,23,0,1,2,20,0,250,17,1879.0,6011.0,4107.171525
2012,18,447,1,9,0,79,0,240,10,5516.0,7495.0,6684.4899
2013,29,443,0,6,0,92,0,205,8,3077.0,4485.0,3931.21344
2014,16,460,1,2,3,32,0,149,7,381.0,963.0,819.416325
2015,16,100,1,2,0,48,0,146,12,1033.0,2044.0,1675.55736
2016,26,294,1,9,2,15,0,218,12,5893.0,7811.0,7077.512178
2017,19,55,1,0,0,59,0,214,15,2651.0,3608.0,3463.8783840000006
2018,31,55,1,5,0,68,0,210,16,2467.0,4299.0,3562.4259
2019,20,110,1,6,0,89,0,285,7,616.0,1819.0,1449.17696
2020,31,165,0,0,0,77,0,360,17,5433.0,7864.0,6949.602
2021,28,443,1,9,0,76,0,289,11,3192.0,4776.0,4234.6062
2022,5,55,1,8,0,69,0,116,9,3977.0,5531.0,4825.5372
2023,31,58,1,7,0,96,0,123,5,3133.0,5480.0,3950.225664
2024,41,443,1,0,0,39,0,391,11,3751.0,5429.0,4973.584875
2025,2,358,0,7,3,19,0,103,9,7893.0,13634.0,10872.942597
2026,21,3,1,3,0,68,0,278,8,2961.0,5958.0,4693.6593
2027,4,456,1,6,0,55,0,300,9,857.0,6300.0,3856.876992
2028,12,320,1,6,0,71,0,258,12,1529.0,5266.0,3622.9842
2029,7,63,1,7,1,8,0,139,8,909.0,6420.0,3806.049357
2030,40,389,1,1,2,32,0,266,9,2097.0,4916.0,3766.22085
2031,46,446,1,2,0,12,0,121,15,5788.0,7424.0,6736.236309000001
2032,3,358,1,3,3,49,0,237,7,5567.0,14116.0,10020.843504
2033,11,250,0,6,0,3,1,213,11,1177.0,4201.0,435.7004256
2034,29,225,1,3,1,61,0,255,4,12015.0,17116.0,14678.0667
2035,41,236,1,6,0,10,0,255,9,1320.0,7873.0,-4855.154436
2036,29,444,1,5,1,89,0,249,13,6177.0,8496.0,7485.671423999999
2037,13,24,1,5,0,18,0,248,17,4339.0,6022.0,5436.766269
2038,20,58,0,1,0,50,0,338,11,4947.0,6363.0,5960.824992
2039,17,115,0,6,0,65,0,323,8,1859.0,2586.0,2521.8072
2040,12,443,1,4,0,16,0,495,16,3337.0,5414.0,4877.01225
2041,16,152,1,3,0,61,1,292,4,1108.0,1377.0,227.9475
2042,40,452,0,9,0,50,0,254,10,5551.0,7097.0,6542.180352
2043,41,65,0,1,2,49,0,254,14,2460.0,3636.0,3285.109872
2044,15,416,1,7,2,62,0,108,9,4093.0,11046.0,7607.4669
2045,31,98,0,2,0,50,0,157,8,962.0,2915.0,2083.62888
